0.0091409,0.0068637,0.0054948,0.0045812,0.003928,0.0034379,0.0030565,0.0027513,0.0025015,0.0022933,0.0021171,0.001966,0.001835,0.0017205,0.0016193,0.0015294,0.001449,0.0013766,0.0013111,0.0012515,0.0011972,0.0011473,0.0011014,0.0010591,0.0010199,0.00098349,0.00094959,0.00091795,0.00088836,0.0008606,0.00083454,0.00081001,0.00078687,0.00076502,0.00074435,0.00072477,0.00070619,0.00068855,0.00067176,0.00065577,0.00064052,0.00062597,0.00061206,0.00059876,0.00058603,0.00057382,0.00056212,0.00055087,0.00054008,0.00052969,0.0005197,0.00051008,0.00050081,0.00049187,0.00048324,0.00047491,0.00046686,0.00045908
0.036589,0.027473,0.021994,0.018336,0.015722,0.01376,0.012234,0.011012,0.010012,0.0091787,0.0084734,0.0078688,0.0073447,0.006886,0.0064813,0.0061215,0.0057995,0.0055098,0.0052476,0.0050092,0.0047915,0.004592,0.0044084,0.004239,0.004082,0.0039363,0.0038006,0.003674,0.0035556,0.0034445,0.0033402,0.003242,0.0031494,0.0030619,0.0029792,0.0029008,0.0028265,0.0027558,0.0026886,0.0026246,0.0025636,0.0025054,0.0024497,0.0023965,0.0023455,0.0022967,0.0022498,0.0022048,0.0021616,0.00212,0.00208,0.0020415,0.0020044,0.0019686,0.0019341,0.0019008,0.0018686,0.0018374
0.082381,0.061855,0.049517,0.041283,0.035397,0.030979,0.027542,0.024792,0.022541,0.020665,0.019077,0.017715,0.016535,0.015503,0.014592,0.013781,0.013057,0.012404,0.011814,0.011277,0.010787,0.010338,0.0099247,0.0095432,0.0091899,0.0088619,0.0085564,0.0082714,0.0080047,0.0077546,0.0075197,0.0072987,0.0070902,0.0068933,0.0067071,0.0065306,0.0063632,0.0062042,0.0060529,0.0059089,0.0057715,0.0056404,0.0055151,0.0053952,0.0052804,0.0051705,0.005065,0.0049637,0.0048664,0.0047728,0.0046828,0.0045961,0.0045126,0.004432,0.0043543,0.0042792,0.0042067,0.0041366
0.14655,0.11003,0.088084,0.073436,0.062965,0.055107,0.048993,0.0441,0.040096,0.036758,0.033933,0.031512,0.029413,0.027576,0.025955,0.024514,0.023225,0.022065,0.021015,0.02006,0.019188,0.018389,0.017654,0.016975,0.016347,0.015763,0.01522,0.014713,0.014239,0.013794,0.013376,0.012983,0.012612,0.012262,0.01193,0.011617,0.011319,0.011036,0.010767,0.010511,0.010266,0.010033,0.00981,0.0095969,0.0093927,0.0091971,0.0090095,0.0088293,0.0086562,0.0084898,0.0083296,0.0081754,0.0080268,0.0078835,0.0077452,0.0076118,0.0074827,0.0073581
0.22913,0.17203,0.13771,0.11481,0.098439,0.086154,0.076595,0.068946,0.062685,0.057467,0.053051,0.049265,0.045983,0.043112,0.040578,0.038325,0.036309,0.034495,0.032853,0.031361,0.029998,0.028749,0.027599,0.026538,0.025556,0.024644,0.023794,0.023001,0.02226,0.021564,0.020911,0.020297,0.019717,0.019169,0.018651,0.018161,0.017695,0.017253,0.016832,0.016432,0.01605,0.015685,0.015337,0.015003,0.014684,0.014378,0.014085,0.013803,0.013533,0.013273,0.013022,0.012781,0.012549,0.012325,0.012109,0.0119,0.011698,0.011503
0.33015,0.24787,0.19842,0.16542,0.14183,0.12413,0.11036,0.099336,0.090316,0.082797,0.076434,0.07098,0.066252,0.062114,0.058463,0.055217,0.052313,0.049699,0.047334,0.045184,0.04322,0.04142,0.039764,0.038236,0.03682,0.035506,0.034282,0.03314,0.032071,0.031069,0.030128,0.029242,0.028407,0.027618,0.026872,0.026165,0.025495,0.024857,0.024251,0.023674,0.023124,0.022598,0.022096,0.021616,0.021156,0.020716,0.020293,0.019887,0.019497,0.019122,0.018762,0.018414,0.01808,0.017757,0.017445,0.017145,0.016854,0.016573
0.44964,0.33758,0.27023,0.22528,0.19315,0.16905,0.15029,0.13528,0.12299,0.11276,0.10409,0.096662,0.090223,0.084588,0.079616,0.075196,0.071241,0.067681,0.06446,0.061532,0.058858,0.056407,0.054152,0.05207,0.050142,0.048352,0.046685,0.04513,0.043675,0.04231,0.041029,0.039823,0.038685,0.037611,0.036595,0.035632,0.034719,0.033851,0.033025,0.032239,0.03149,0.030774,0.030091,0.029437,0.028811,0.028211,0.027635,0.027082,0.026552,0.026041,0.02555,0.025077,0.024621,0.024181,0.023757,0.023348,0.022952,0.02257
0.58762,0.44116,0.35314,0.2944,0.25242,0.22091,0.1964,0.17678,0.16073,0.14735,0.13602,0.12632,0.1179,0.11054,0.10404,0.098265,0.093096,0.088444,0.084235,0.080408,0.076914,0.073711,0.070764,0.068043,0.065524,0.063185,0.061007,0.058975,0.057073,0.05529,0.053615,0.052039,0.050552,0.049149,0.047821,0.046563,0.045369,0.044236,0.043157,0.04213,0.04115,0.040215,0.039322,0.038467,0.037649,0.036865,0.036113,0.03539,0.034697,0.03403,0.033388,0.03277,0.032174,0.031599,0.031045,0.03051,0.029993,0.029493
0.74413,0.55864,0.44718,0.37279,0.31963,0.27973,0.24869,0.22385,0.20352,0.18658,0.17224,0.15995,0.14929,0.13997,0.13174,0.12443,0.11788,0.11199,0.10666,0.10182,0.097392,0.093336,0.089604,0.086159,0.08297,0.080008,0.07725,0.074676,0.072268,0.07001,0.06789,0.065894,0.064011,0.062234,0.060553,0.058959,0.057448,0.056013,0.054647,0.053346,0.052106,0.050922,0.04979,0.048708,0.047672,0.046679,0.045727,0.044812,0.043934,0.043089,0.042276,0.041494,0.04074,0.040012,0.03931,0.038633,0.037978,0.037345
0.91918,0.69005,0.55235,0.46047,0.3948,0.34552,0.30718,0.2765,0.25139,0.23046,0.21275,0.19756,0.1844,0.17288,0.16272,0.15369,0.1456,0.13833,0.13174,0.12576,0.12029,0.11528,0.11067,0.10642,0.10248,0.098821,0.095415,0.092236,0.089262,0.086473,0.083854,0.081388,0.079063,0.076868,0.074791,0.072823,0.070957,0.069184,0.067496,0.06589,0.064358,0.062896,0.061498,0.060162,0.058882,0.057656,0.056479,0.05535,0.054265,0.053222,0.052218,0.051251,0.050319,0.049421,0.048554,0.047717,0.046908,0.046127
